Market,Order Quantity,Order Price,Filled Price,Trigger Price,Filled Quantity,feeInfo,Direction,Order Type,Order Status,Order ID,Order Time(UTC+0),Time In Force,Create Time,Max Slippage,Max Slippage Type,Limit Tpsl Strategy,Bbo Side Type,Bbo Level
BTCUSDT,0.001,73167.2,73905.4,,0.001,"{""USDT"":""0.04064797""}",Short,Market,Filled, b98f8c80,23:11 2026-05-31,IOC,23:11 2026-05-31,,,Price,,
SOLUSDT,0.1,0,0,82.06,0.0,,Short,Market,Deactivated, 1a386e98,23:03 2026-05-31,IOC,23:03 2026-05-31,,,Price,,
SOLUSDT,0.1,0,0,84.46,0.0,,Short,Market,Deactivated, 35ba8399,23:03 2026-05-31,IOC,23:03 2026-05-31,,,Price,,
SOLUSDT,0.1,86.86,82.73,,0.1,"{""USDT"":""0.00455015""}",Long,Market,Filled, a2cef1dc,23:03 2026-05-31,IOC,23:03 2026-05-31,,,Price,,
ETHUSDT,0.01,0,0,1996.15,0.0,,Short,Market,Deactivated, 88bac936,22:57 2026-05-31,IOC,22:57 2026-05-31,,,Price,,
ETHUSDT,0.01,0,0,2054.5,0.0,,Short,Market,Deactivated, 9bb17314,22:57 2026-05-31,IOC,22:57 2026-05-31,,,Price,,
ETHUSDT,0.01,2052.57,2012.33,,0.01,"{""USDT"":""0.01106782""}",Long,Market,Filled, 052ce32f,22:57 2026-05-31,IOC,22:57 2026-05-31,,,Price,,
BTCUSDT,0.001,0,0,75474.8,0.0,,Short,Market,Deactivated, cca23d1b,22:52 2026-05-31,IOC,22:52 2026-05-31,,,Price,,
BTCUSDT,0.001,0,0,73331.1,0.0,,Short,Market,Deactivated, f2b42179,22:52 2026-05-31,IOC,22:52 2026-05-31,,,Price,,
BTCUSDT,0.001,74664.1,73922.5,,0.001,"{""USDT"":""0.04065738""}",Long,Market,Filled, d5637f5b,22:52 2026-05-31,IOC,22:52 2026-05-31,,,Price,,
ETHUSDT,0.01,1970.76,2011,,0.01,"{""USDT"":""0.0110605""}",Short,Market,Filled, 59b82b36,22:49 2026-05-31,IOC,22:49 2026-05-31,,,Price,,
BTCUSDT,0.001,73113.1,73848.3,,0.001,"{""USDT"":""0.04061657""}",Short,Market,Filled, 4ff098e9,22:43 2026-05-31,IOC,22:43 2026-05-31,,,Price,,
BTCUSDT,0.001,0,0,75513.1,0.0,,Short,Market,Deactivated, 714d0eef,22:34 2026-05-31,IOC,22:34 2026-05-31,,,Price,,
BTCUSDT,0.001,0,0,73368.3,0.0,,Short,Market,Deactivated, a55227d7,22:34 2026-05-31,IOC,22:34 2026-05-31,,,Price,,
BTCUSDT,0.001,74699.4,73960,,0.001,"{""USDT"":""0.040678""}",Long,Market,Filled, 3a8f4432,22:34 2026-05-31,IOC,22:34 2026-05-31,,,Price,,
ETHUSDT,0.01,0,0,2055.13,0.0,,Short,Market,Deactivated, 4de10785,22:34 2026-05-31,IOC,22:34 2026-05-31,,,Price,,
ETHUSDT,0.01,0,0,1996.75,0.0,,Short,Market,Deactivated, 369c0562,22:34 2026-05-31,IOC,22:34 2026-05-31,,,Price,,
ETHUSDT,0.01,2053.26,2012.86,,0.01,"{""USDT"":""0.01107073""}",Long,Market,Filled, cbd7468a,22:34 2026-05-31,IOC,22:34 2026-05-31,,,Price,,
BTCUSDT,0.001,73115.2,73851,,0.001,"{""USDT"":""0.04061805""}",Short,Market,Filled, b0dea555,22:30 2026-05-31,IOC,22:30 2026-05-31,,,Price,,
SOLUSDT,0.1,78.26,82.37,,0.1,"{""USDT"":""0.00453035""}",Short,Market,Filled, 85f074ef,22:29 2026-05-31,IOC,22:29 2026-05-31,,,Price,,
ETHUSDT,0.01,1969.44,2009.66,,0.01,"{""USDT"":""0.01105313""}",Short,Market,Filled, 7d443bb3,22:29 2026-05-31,IOC,22:29 2026-05-31,,,Price,,
BTCUSDT,0.001,0,0,73349.6,0.0,,Short,Market,Deactivated, def39485,22:26 2026-05-31,IOC,22:26 2026-05-31,,,Price,,
BTCUSDT,0.001,0,0,75493.9,0.0,,Short,Market,Deactivated, d7d9d839,22:26 2026-05-31,IOC,22:26 2026-05-31,,,Price,,
BTCUSDT,0.001,74690.6,73941.2,,0.001,"{""USDT"":""0.04066766""}",Long,Market,Filled, 98b0a223,22:26 2026-05-31,IOC,22:26 2026-05-31,,,Price,,
ETHUSDT,0.01,0,0,1996.17,0.0,,Short,Market,Deactivated, 856fbdb3,22:26 2026-05-31,IOC,22:26 2026-05-31,,,Price,,
ETHUSDT,0.01,0,0,2054.52,0.0,,Short,Market,Deactivated, 0edab2dd,22:26 2026-05-31,IOC,22:26 2026-05-31,,,Price,,
ETHUSDT,0.01,2052.49,2012.26,,0.01,"{""USDT"":""0.01106743""}",Long,Market,Filled, e2682cec,22:26 2026-05-31,IOC,22:26 2026-05-31,,,Price,,
BTCUSDT,0.001,73040.2,73780,,0.001,"{""USDT"":""0.040579""}",Short,Market,Filled, 3be99a80,22:21 2026-05-31,IOC,22:21 2026-05-31,,,Price,,
BTCUSDT,0.001,0,0,75477.1,0.0,,Short,Market,Deactivated, 5e53f2ed,22:15 2026-05-31,IOC,22:15 2026-05-31,,,Price,,
BTCUSDT,0.001,0,0,73333.3,0.0,,Short,Market,Deactivated, 1a455184,22:15 2026-05-31,IOC,22:15 2026-05-31,,,Price,,
BTCUSDT,0.001,74671.2,73924.7,,0.001,"{""USDT"":""0.04065859""}",Long,Market,Filled, 5b8b085a,22:15 2026-05-31,IOC,22:15 2026-05-31,,,Price,,
ETHUSDT,0.01,2051.98,2012,,0.01,"{""USDT"":""0.011066""}",Long,Market,Filled, 3537fac2,22:15 2026-05-31,IOC,22:15 2026-05-31,,,Price,,
SOLUSDT,0.1,0,0,81.74,0.0,,Short,Market,Deactivated, de9b5bc5,22:14 2026-05-31,IOC,22:14 2026-05-31,,,Price,,
SOLUSDT,0.1,0,0,84.13,0.0,,Short,Market,Deactivated, 028bd86b,22:14 2026-05-31,IOC,22:14 2026-05-31,,,Price,,
SOLUSDT,0.1,86.51,82.4,,0.1,"{""USDT"":""0.004532""}",Long,Market,Filled, 2d4fd8d1,22:14 2026-05-31,IOC,22:14 2026-05-31,,,Price,,
BTCUSDT,0.001,74613.8,73872.7,,0.001,"{""USDT"":""0.04062999""}",Long,Market,Filled, fa95709b,22:14 2026-05-31,IOC,22:14 2026-05-31,,,Price,,
SOLUSDT,0.1,86.39,82.28,,0.1,"{""USDT"":""0.0045254""}",Long,Market,Filled, 56c02591,22:11 2026-05-31,IOC,22:11 2026-05-31,,,Price,,
SOLUSDT,0.1,0,0,80.28,0.0,,Long,Market,Deactivated, c3019c1e,22:04 2026-05-31,IOC,22:04 2026-05-31,,,Price,,
SOLUSDT,0.1,0,0,82.66,0.0,,Long,Market,Deactivated, 7dd1e777,22:04 2026-05-31,IOC,22:04 2026-05-31,,,Price,,
SOLUSDT,0.1,77.91,82,,0.1,"{""USDT"":""0.00451""}",Short,Market,Filled, 3c79adb2,22:04 2026-05-31,IOC,22:04 2026-05-31,,,Price,,
ETHUSDT,0.01,0,0,1963.75,0.0,,Long,Market,Deactivated, b0e3fbaa,22:03 2026-05-31,IOC,22:03 2026-05-31,,,Price,,
ETHUSDT,0.01,0,0,2021.92,0.0,,Long,Market,Deactivated, 69fca949,22:03 2026-05-31,IOC,22:03 2026-05-31,,,Price,,
ETHUSDT,0.01,1965.82,2005.87,,0.01,"{""USDT"":""0.01103229""}",Short,Market,Filled, a422835e,22:03 2026-05-31,IOC,22:03 2026-05-31,,,Price,,
BTCUSDT,0.001,0,0,74335.1,0.0,,Long,Market,Deactivated, d7ad7c53,22:03 2026-05-31,IOC,22:03 2026-05-31,,,Price,,
BTCUSDT,0.001,0,0,72196.5,0.0,,Long,Market,Deactivated, d54645dc,22:03 2026-05-31,IOC,22:03 2026-05-31,,,Price,,
BTCUSDT,0.001,73009.3,73748.6,,0.001,"{""USDT"":""0.04056173""}",Short,Market,Filled, 28ea5299,22:03 2026-05-31,IOC,22:03 2026-05-31,,,Price,,
BTCUSDT,0.001,73059.1,73789.1,,0.001,"{""USDT"":""0.04058401""}",Short,Market,Filled, 1cc1a6e6,22:02 2026-05-31,IOC,22:02 2026-05-31,,,Price,,
BTCUSDT,0.001,0,0,73066.8,0.0,,Short,Market,Deactivated, 3314200a,21:41 2026-05-31,IOC,21:41 2026-05-31,,,Price,,
BTCUSDT,0.001,0,0,75202.8,0.0,,Short,Market,Deactivated, d918e960,21:41 2026-05-31,IOC,21:41 2026-05-31,,,Price,,
BTCUSDT,0.001,74396.6,73656.1,,0.001,"{""USDT"":""0.04051086""}",Long,Market,Filled, 2834520d,21:41 2026-05-31,IOC,21:41 2026-05-31,,,Price,,
ETHUSDT,0.01,2047.98,2007.65,,0.01,"{""USDT"":""0.01104208""}",Long,Market,Filled, 0d1d98ac,21:37 2026-05-31,IOC,21:37 2026-05-31,,,Price,,
BTCUSDT,0.001,74392.6,73656.2,,0.001,"{""USDT"":""0.04051091""}",Long,Market,Filled, b5a939b0,21:35 2026-05-31,IOC,21:35 2026-05-31,,,Price,,
ETHUSDT,0.01,0,0,2021.84,0.0,,Long,Market,Deactivated, bdb5d891,21:34 2026-05-31,IOC,21:34 2026-05-31,,,Price,,
ETHUSDT,0.01,0,0,1963.67,0.0,,Long,Market,Deactivated, fdc105c7,21:34 2026-05-31,IOC,21:34 2026-05-31,,,Price,,
ETHUSDT,0.01,1965.79,2005.93,,0.01,"{""USDT"":""0.01103262""}",Short,Market,Filled, 181abe38,21:34 2026-05-31,IOC,21:34 2026-05-31,,,Price,,
ETHUSDT,0.01,1965.86,2006.01,,0.01,"{""USDT"":""0.01103306""}",Short,Market,Filled, 981800ff,21:31 2026-05-31,IOC,21:31 2026-05-31,,,Price,,
BTCUSDT,0.001,0,0,72040.1,0.0,,Long,Market,Deactivated, aa35ddbf,21:26 2026-05-31,IOC,21:26 2026-05-31,,,Price,,
BTCUSDT,0.001,0,0,74174.0,0.0,,Long,Market,Deactivated, 16a3b4e8,21:26 2026-05-31,IOC,21:26 2026-05-31,,,Price,,
BTCUSDT,0.001,72848.5,73585.3,,0.001,"{""USDT"":""0.04047192""}",Short,Market,Filled, c88f098b,21:26 2026-05-31,IOC,21:26 2026-05-31,,,Price,,
BTCUSDT,0.001,74389,73654.2,,0.001,"{""USDT"":""0.04050981""}",Long,Market,Filled, 716b9285,21:25 2026-05-31,IOC,21:25 2026-05-31,,,Price,,
BTCUSDT,0.001,0,0,74233.5,0.0,,Long,Market,Deactivated, e5ea5eea,21:14 2026-05-31,IOC,21:14 2026-05-31,,,Price,,
BTCUSDT,0.001,0,0,72097.8,0.0,,Long,Market,Deactivated, 0ef3b0b0,21:14 2026-05-31,IOC,21:14 2026-05-31,,,Price,,
BTCUSDT,0.001,72909.2,73643.9,,0.001,"{""USDT"":""0.04050415""}",Short,Market,Filled, f99c8276,21:14 2026-05-31,IOC,21:14 2026-05-31,,,Price,,
ETHUSDT,0.01,0,0,2048.81,0.0,,Short,Market,Deactivated, 82b59c0b,21:13 2026-05-31,IOC,21:13 2026-05-31,,,Price,,
ETHUSDT,0.01,0,0,1990.61,0.0,,Short,Market,Deactivated, a283adc1,21:13 2026-05-31,IOC,21:13 2026-05-31,,,Price,,
ETHUSDT,0.01,2046.85,2006.53,,0.01,"{""USDT"":""0.01103592""}",Long,Market,Filled, dab7f981,21:13 2026-05-31,IOC,21:13 2026-05-31,,,Price,,
ETHUSDT,0.01,1964.47,2004.55,,0.01,"{""USDT"":""0.01102503""}",Short,Market,Filled, d43a59ca,21:10 2026-05-31,IOC,21:10 2026-05-31,,,Price,,
BTCUSDT,0.001,72947.9,73685.2,,0.001,"{""USDT"":""0.04052686""}",Short,Market,Filled, 47c7c120,21:07 2026-05-31,IOC,21:07 2026-05-31,,,Price,,
BTCUSDT,0.001,0,0,73138.4,0.0,,Short,Market,Deactivated, 2ac75b3f,20:56 2026-05-31,IOC,20:56 2026-05-31,,,Price,,
BTCUSDT,0.001,0,0,75276.5,0.0,,Short,Market,Deactivated, 51303a72,20:56 2026-05-31,IOC,20:56 2026-05-31,,,Price,,
BTCUSDT,0.001,74466.3,73729.1,,0.001,"{""USDT"":""0.04055101""}",Long,Market,Filled, d8623df8,20:56 2026-05-31,IOC,20:56 2026-05-31,,,Price,,
ETHUSDT,0.01,0,0,1987.6,0.0,,Short,Market,Deactivated, 1fac4809,20:51 2026-05-31,IOC,20:51 2026-05-31,,,Price,,
ETHUSDT,0.01,0,0,2045.7,0.0,,Short,Market,Deactivated, 50586862,20:51 2026-05-31,IOC,20:51 2026-05-31,,,Price,,
ETHUSDT,0.01,2043.77,2003.63,,0.01,"{""USDT"":""0.01101997""}",Long,Market,Filled, 1a4ecd0c,20:51 2026-05-31,IOC,20:51 2026-05-31,,,Price,,
ETHUSDT,0.01,2043.04,2003,,0.01,"{""USDT"":""0.0110165""}",Long,Market,Filled, 5c29be76,20:46 2026-05-31,IOC,20:46 2026-05-31,,,Price,,
ETHUSDT,0.01,0,0,2017.86,0.0,,Long,Market,Deactivated, 894481b2,20:43 2026-05-31,IOC,20:43 2026-05-31,,,Price,,
ETHUSDT,0.01,0,0,1959.81,0.0,,Long,Market,Deactivated, 3907a4e9,20:43 2026-05-31,IOC,20:43 2026-05-31,,,Price,,
ETHUSDT,0.01,1961.82,2001.74,,0.01,"{""USDT"":""0.01100957""}",Short,Market,Filled, 21f80dcf,20:43 2026-05-31,IOC,20:43 2026-05-31,,,Price,,
BTCUSDT,0.001,72912.4,73648.6,,0.001,"{""USDT"":""0.04050673""}",Short,Market,Filled, ed8b0088,20:24 2026-05-31,IOC,20:24 2026-05-31,,,Price,,
SOLUSDT,0.1,77.67,81.75,,0.1,"{""USDT"":""0.00449625""}",Short,Market,Filled, 5e103616,20:24 2026-05-31,IOC,20:24 2026-05-31,,,Price,,
BTCUSDT,0.001,0,0,73030.7,0.0,,Short,Market,Deactivated, 8d494c3c,20:07 2026-05-31,IOC,20:07 2026-05-31,,,Price,,
BTCUSDT,0.001,0,0,75165.7,0.0,,Short,Market,Deactivated, a21790b0,20:07 2026-05-31,IOC,20:07 2026-05-31,,,Price,,
BTCUSDT,0.001,74360.7,73619.7,,0.001,"{""USDT"":""0.04049084""}",Long,Market,Filled, b77c686e,20:07 2026-05-31,IOC,20:07 2026-05-31,,,Price,,
BTCUSDT,0.001,74341.1,73604.1,,0.001,"{""USDT"":""0.04048226""}",Long,Market,Filled, 7dbc7ac9,20:02 2026-05-31,IOC,20:02 2026-05-31,,,Price,,
SOLUSDT,0.1,0,0,81.07,0.0,,Short,Market,Deactivated, dab3336d,20:01 2026-05-31,IOC,20:01 2026-05-31,,,Price,,
SOLUSDT,0.1,0,0,83.44,0.0,,Short,Market,Deactivated, 43de762f,20:01 2026-05-31,IOC,20:01 2026-05-31,,,Price,,
SOLUSDT,0.1,85.81,81.73,,0.1,"{""USDT"":""0.00449515""}",Long,Market,Filled, dbefa993,20:01 2026-05-31,IOC,20:01 2026-05-31,,,Price,,
BTCUSDT,0.001,0,0,71977.0,0.0,,Long,Market,Deactivated, 88064a38,19:59 2026-05-31,IOC,19:59 2026-05-31,,,Price,,
BTCUSDT,0.001,0,0,74109.1,0.0,,Long,Market,Deactivated, 7fb5dfb9,19:59 2026-05-31,IOC,19:59 2026-05-31,,,Price,,
BTCUSDT,0.001,72786.8,73520.5,,0.001,"{""USDT"":""0.04043628""}",Short,Market,Filled, fc4171b1,19:59 2026-05-31,IOC,19:59 2026-05-31,,,Price,,
BTCUSDT,0.001,74234.4,73499.5,,0.001,"{""USDT"":""0.04042473""}",Long,Market,Filled, 8355a763,19:50 2026-05-31,IOC,19:50 2026-05-31,,,Price,,
BTCUSDT,0.001,0,0,74071.2,0.0,,Long,Market,Deactivated, 37042559,19:46 2026-05-31,IOC,19:46 2026-05-31,,,Price,,
BTCUSDT,0.001,0,0,71940.2,0.0,,Long,Market,Deactivated, 9f847953,19:46 2026-05-31,IOC,19:46 2026-05-31,,,Price,,
BTCUSDT,0.001,72749.3,73483.3,,0.001,"{""USDT"":""0.04041582""}",Short,Market,Filled, db8a91b8,19:46 2026-05-31,IOC,19:46 2026-05-31,,,Price,,
SOLUSDT,0.1,85.53,81.46,,0.1,"{""USDT"":""0.0044803""}",Long,Market,Filled, 6b77e3a1,19:39 2026-05-31,IOC,19:39 2026-05-31,,,Price,,
BTCUSDT,0.001,74205.6,73470.9,,0.001,"{""USDT"":""0.040409""}",Long,Market,Filled, 70364f5e,19:38 2026-05-31,IOC,19:38 2026-05-31,,,Price,,
BTCUSDT,0.001,0,0,74156.9,0.0,,Long,Market,Deactivated, 563967df,19:22 2026-05-31,IOC,19:22 2026-05-31,,,Price,,
BTCUSDT,0.001,0,0,72023.4,0.0,,Long,Market,Deactivated, 2ebcb957,19:22 2026-05-31,IOC,19:22 2026-05-31,,,Price,,
BTCUSDT,0.001,72835.2,73568.2,,0.001,"{""USDT"":""0.04046251""}",Short,Market,Filled, 6766d473,19:22 2026-05-31,IOC,19:22 2026-05-31,,,Price,,
BTCUSDT,0.001,74315.7,73578.1,,0.001,"{""USDT"":""0.04046796""}",Long,Market,Filled, 88dc19bb,19:17 2026-05-31,IOC,19:17 2026-05-31,,,Price,,
ETHUSDT,0.01,2039.26,1999.28,,0.01,"{""USDT"":""0.01099604""}",Long,Market,Filled, 0697541a,19:17 2026-05-31,IOC,19:17 2026-05-31,,,Price,,
BTCUSDT,0.001,0,0,74136.5,0.0,,Long,Market,Deactivated, d06c6b7e,19:14 2026-05-31,IOC,19:14 2026-05-31,,,Price,,
BTCUSDT,0.001,0,0,72003.6,0.0,,Long,Market,Deactivated, 22d827a7,19:14 2026-05-31,IOC,19:14 2026-05-31,,,Price,,
BTCUSDT,0.001,72813.3,73548,,0.001,"{""USDT"":""0.0404514""}",Short,Market,Filled, cd163d5a,19:14 2026-05-31,IOC,19:14 2026-05-31,,,Price,,
ETHUSDT,0.01,0,0,1957.78,0.0,,Long,Market,Deactivated, 80c650ae,19:04 2026-05-31,IOC,19:04 2026-05-31,,,Price,,
ETHUSDT,0.01,0,0,2015.77,0.0,,Long,Market,Deactivated, 4c7b46ec,19:04 2026-05-31,IOC,19:04 2026-05-31,,,Price,,
ETHUSDT,0.01,1959.76,1999.76,,0.01,"{""USDT"":""0.01099868""}",Short,Market,Filled, 4c621784,19:04 2026-05-31,IOC,19:04 2026-05-31,,,Price,,
SOLUSDT,0.1,0,0,82.32,0.0,,Long,Market,Deactivated, 632b6b50,19:04 2026-05-31,IOC,19:04 2026-05-31,,,Price,,
SOLUSDT,0.1,0,0,79.95,0.0,,Long,Market,Deactivated, 66ac3041,19:04 2026-05-31,IOC,19:04 2026-05-31,,,Price,,
SOLUSDT,0.1,77.58,81.66,,0.1,"{""USDT"":""0.0044913""}",Short,Market,Filled, c0b7c09c,19:04 2026-05-31,IOC,19:04 2026-05-31,,,Price,,
SOLUSDT,0.1,85.78,81.7,,0.1,"{""USDT"":""0.0044935""}",Long,Market,Filled, a52cd3b7,19:04 2026-05-31,IOC,19:04 2026-05-31,,,Price,,
SOLUSDT,0.1,0,0,82.35,0.0,,Long,Market,Deactivated, e67d5b9e,19:00 2026-05-31,IOC,19:00 2026-05-31,,,Price,,
SOLUSDT,0.1,0,0,79.98,0.0,,Long,Market,Deactivated, 16e12313,19:00 2026-05-31,IOC,19:00 2026-05-31,,,Price,,
SOLUSDT,0.1,77.62,81.69,,0.1,"{""USDT"":""0.00449295""}",Short,Market,Filled, ad919a45,19:00 2026-05-31,IOC,19:00 2026-05-31,,,Price,,
BTCUSDT,0.001,74336,73600,,0.001,"{""USDT"":""0.04048""}",Long,Market,Filled, 07c5d73e,18:58 2026-05-31,IOC,18:58 2026-05-31,,,Price,,
ETHUSDT,0.01,2039.91,1999.92,,0.01,"{""USDT"":""0.01099956""}",Long,Market,Filled, 9bc5a6e9,18:58 2026-05-31,IOC,18:58 2026-05-31,,,Price,,
BTCUSDT,0.001,0,0,74177.5,0.0,,Long,Market,Deactivated, 9e6ad517,18:45 2026-05-31,IOC,18:45 2026-05-31,,,Price,,
BTCUSDT,0.001,0,0,72043.4,0.0,,Long,Market,Deactivated, 9a90b3fb,18:45 2026-05-31,IOC,18:45 2026-05-31,,,Price,,
BTCUSDT,0.001,72852.1,73588.7,,0.001,"{""USDT"":""0.04047379""}",Short,Market,Filled, 14ec031c,18:45 2026-05-31,IOC,18:45 2026-05-31,,,Price,,
ETHUSDT,0.01,0,0,1957.88,0.0,,Long,Market,Deactivated, 4737b049,18:42 2026-05-31,IOC,18:42 2026-05-31,,,Price,,
ETHUSDT,0.01,0,0,2015.87,0.0,,Long,Market,Deactivated, 50ef3ebb,18:42 2026-05-31,IOC,18:42 2026-05-31,,,Price,,
ETHUSDT,0.01,1959.93,1999.87,,0.01,"{""USDT"":""0.01099929""}",Short,Market,Filled, 8624eeac,18:42 2026-05-31,IOC,18:42 2026-05-31,,,Price,,
ETHUSDT,0.01,2042.24,2002.2,,0.01,"{""USDT"":""0.0110121""}",Long,Market,Filled, 72c44db5,18:41 2026-05-31,IOC,18:41 2026-05-31,,,Price,,
BTCUSDT,0.001,74367.1,73630.8,,0.001,"{""USDT"":""0.04049694""}",Long,Market,Filled, 52ea7ed7,18:37 2026-05-31,IOC,18:37 2026-05-31,,,Price,,
BTCUSDT,0.001,0,0,72075.8,0.0,,Long,Market,Deactivated, cc301b33,18:34 2026-05-31,IOC,18:34 2026-05-31,,,Price,,
BTCUSDT,0.001,0,0,74210.8,0.0,,Long,Market,Deactivated, 6dc4d281,18:34 2026-05-31,IOC,18:34 2026-05-31,,,Price,,
BTCUSDT,0.001,72883.2,73616,,0.001,"{""USDT"":""0.0404888""}",Short,Market,Filled, fc33884f,18:34 2026-05-31,IOC,18:34 2026-05-31,,,Price,,
ETHUSDT,0.01,0,0,1960.52,0.0,,Long,Market,Deactivated, f366c8f7,18:34 2026-05-31,IOC,18:34 2026-05-31,,,Price,,
ETHUSDT,0.01,0,0,2018.6,0.0,,Long,Market,Deactivated, 737cd97a,18:34 2026-05-31,IOC,18:34 2026-05-31,,,Price,,
ETHUSDT,0.01,1962.55,2002.56,,0.01,"{""USDT"":""0.01101408""}",Short,Market,Filled, f5c7b211,18:34 2026-05-31,IOC,18:34 2026-05-31,,,Price,,
SOLUSDT,0.1,85.78,81.7,,0.1,"{""USDT"":""0.0044935""}",Long,Market,Filled, 63650c70,18:26 2026-05-31,IOC,18:26 2026-05-31,,,Price,,
ETHUSDT,0.01,2041.84,2001.82,,0.01,"{""USDT"":""0.01101001""}",Long,Market,Filled, d01eeab2,18:25 2026-05-31,IOC,18:25 2026-05-31,,,Price,,
BTCUSDT,0.001,74342.2,73600.6,,0.001,"{""USDT"":""0.04048033""}",Long,Market,Filled, b2a514fc,18:20 2026-05-31,IOC,18:20 2026-05-31,,,Price,,
BTCUSDT,0.001,0,0,72068.6,0.0,,Long,Market,Deactivated, 9b4c1176,18:02 2026-05-31,IOC,18:02 2026-05-31,,,Price,,
BTCUSDT,0.001,0,0,74203.5,0.0,,Long,Market,Deactivated, 64f3728e,18:02 2026-05-31,IOC,18:02 2026-05-31,,,Price,,
BTCUSDT,0.001,72862,73614.3,,0.001,"{""USDT"":""0.04048787""}",Short,Market,Filled, 26175c01,18:02 2026-05-31,IOC,18:02 2026-05-31,,,Price,,
SOLUSDT,0.1,0,0,82.35,0.0,,Long,Market,Deactivated, 499dd924,18:01 2026-05-31,IOC,18:01 2026-05-31,,,Price,,
SOLUSDT,0.1,0,0,79.98,0.0,,Long,Market,Deactivated, 4fc0321b,18:01 2026-05-31,IOC,18:01 2026-05-31,,,Price,,
SOLUSDT,0.1,77.61,81.69,,0.1,"{""USDT"":""0.00449295""}",Short,Market,Filled, fbce4234,18:01 2026-05-31,IOC,18:01 2026-05-31,,,Price,,
ETHUSDT,0.01,0,0,1960.51,0.0,,Long,Market,Deactivated, a5ab366d,18:01 2026-05-31,IOC,18:01 2026-05-31,,,Price,,
ETHUSDT,0.01,0,0,2018.59,0.0,,Long,Market,Deactivated, 9b6726f0,18:01 2026-05-31,IOC,18:01 2026-05-31,,,Price,,
ETHUSDT,0.01,1962.44,2002.56,,0.01,"{""USDT"":""0.01101408""}",Short,Market,Filled, 4e971c9b,18:01 2026-05-31,IOC,18:01 2026-05-31,,,Price,,
SOLUSDT,0.1,77.72,81.8,,0.1,"{""USDT"":""0.004499""}",Short,Market,Filled, 44e35cdb,17:50 2026-05-31,IOC,17:50 2026-05-31,,,Price,,
BTCUSDT,0.001,72921.9,73658.5,,0.001,"{""USDT"":""0.04051218""}",Short,Market,Filled, 79158ab2,17:50 2026-05-31,IOC,17:50 2026-05-31,,,Price,,
SOLUSDT,0.1,0,0,83.5,0.0,,Short,Market,Deactivated, 5a1e914c,17:32 2026-05-31,IOC,17:32 2026-05-31,,,Price,,
SOLUSDT,0.1,0,0,81.13,0.0,,Short,Market,Deactivated, c42cb3f5,17:32 2026-05-31,IOC,17:32 2026-05-31,,,Price,,
SOLUSDT,0.1,85.87,81.79,,0.1,"{""USDT"":""0.00449845""}",Long,Market,Filled, 42b7fdf3,17:32 2026-05-31,IOC,17:32 2026-05-31,,,Price,,
BTCUSDT,0.001,0,0,75096.3,0.0,,Short,Market,Deactivated, fac3b378,17:28 2026-05-31,IOC,17:28 2026-05-31,,,Price,,
BTCUSDT,0.001,0,0,72963.3,0.0,,Short,Market,Deactivated, 860f120e,17:28 2026-05-31,IOC,17:28 2026-05-31,,,Price,,
BTCUSDT,0.001,74287.3,73551.8,,0.001,"{""USDT"":""0.04045349""}",Long,Market,Filled, 656a51b3,17:28 2026-05-31,IOC,17:28 2026-05-31,,,Price,,
ETHUSDT,0.01,2040.14,2000.24,,0.01,"{""USDT"":""0.01100132""}",Long,Market,Filled, 8f9c01a9,17:15 2026-05-31,IOC,17:15 2026-05-31,,,Price,,
BTCUSDT,0.001,74226.7,73491.9,,0.001,"{""USDT"":""0.04042055""}",Long,Market,Filled, 6a840144,17:15 2026-05-31,IOC,17:15 2026-05-31,,,Price,,
BTCUSDT,0.001,0,0,71917.5,0.0,,Long,Market,Deactivated, 6745e531,17:04 2026-05-31,IOC,17:04 2026-05-31,,,Price,,
BTCUSDT,0.001,0,0,74047.8,0.0,,Long,Market,Deactivated, 22c28c46,17:04 2026-05-31,IOC,17:04 2026-05-31,,,Price,,
BTCUSDT,0.001,72723.4,73460.1,,0.001,"{""USDT"":""0.04040306""}",Short,Market,Filled, 6986f0f9,17:04 2026-05-31,IOC,17:04 2026-05-31,,,Price,,
ETHUSDT,0.01,0,0,1959.77,0.0,,Long,Market,Deactivated, 03bcc63a,17:03 2026-05-31,IOC,17:03 2026-05-31,,,Price,,
ETHUSDT,0.01,0,0,2017.82,0.0,,Long,Market,Deactivated, 5237133e,17:03 2026-05-31,IOC,17:03 2026-05-31,,,Price,,
ETHUSDT,0.01,1961.86,2001.8,,0.01,"{""USDT"":""0.0110099""}",Short,Market,Filled, b34b6992,17:03 2026-05-31,IOC,17:03 2026-05-31,,,Price,,
SOLUSDT,0.1,85.62,81.55,,0.1,"{""USDT"":""0.00448525""}",Long,Market,Filled, 80c93b79,16:55 2026-05-31,IOC,16:55 2026-05-31,,,Price,,
BTCUSDT,0.001,74229,73494.1,,0.001,"{""USDT"":""0.04042176""}",Long,Market,Filled, 55e4f3c4,16:54 2026-05-31,IOC,16:54 2026-05-31,,,Price,,
ETHUSDT,0.01,2040.94,2000.93,,0.01,"{""USDT"":""0.01100512""}",Long,Market,Filled, 03934d3b,16:51 2026-05-31,IOC,16:51 2026-05-31,,,Price,,
ETHUSDT,0.01,0,0,2015.25,0.0,,Long,Market,Deactivated, 6668ad59,16:46 2026-05-31,IOC,16:46 2026-05-31,,,Price,,
